application_id,month_offset,total_credits,total_debits,min_eod_balance,emi_bounces,cheque_bounces,salary_credit_present
APP-000059,-5,75393,67318,2728,0,0,0
APP-000059,-4,73694,54089,3320,0,0,0
APP-000059,-3,80154,70928,4249,0,0,0
APP-000059,-2,38786,30534,4393,0,0,0
APP-000059,-1,55637,36431,10383,1,0,0
APP-000059,0,70170,61369,3490,0,0,0
APP-000060,-5,83458,74002,1461,0,0,1
APP-000060,-4,85268,76017,1674,0,0,1
APP-000060,-3,89666,84001,2115,0,0,1
APP-000060,-2,80453,66412,2122,0,0,1
APP-000060,-1,83580,51043,12564,0,0,1
APP-000060,0,83873,55343,14540,0,0,1
APP-000061,-5,99015,76421,6848,0,0,0
APP-000061,-4,124583,76613,23861,0,0,0
APP-000061,-3,105771,85226,12175,0,0,0
APP-000061,-2,72896,62316,4837,0,0,0
APP-000061,-1,95888,58566,14528,0,1,0
APP-000061,0,95610,85064,3274,0,0,0
APP-000062,-5,94135,66390,10123,0,0,1
APP-000062,-4,81503,66399,2713,0,0,1
APP-000062,-3,77062,52469,4391,0,0,1
APP-000062,-2,79374,52351,5381,0,0,1
APP-000062,-1,80093,73144,1910,0,0,1
APP-000062,0,84630,51822,8077,0,1,1
APP-000063,-5,46875,37528,3127,0,0,1
APP-000063,-4,41078,34016,1696,0,0,1
APP-000063,-3,47898,29608,8346,0,0,1
APP-000063,-2,44551,38419,1822,0,0,1
APP-000063,-1,40827,35170,1995,0,0,0
APP-000063,0,46497,33481,4990,0,0,1
APP-000064,-5,27730,20366,3026,0,0,1
APP-000064,-4,31185,28847,500,0,0,0
APP-000064,-3,26380,18667,1854,0,0,1
APP-000064,-2,27625,19043,3235,0,0,1
APP-000064,-1,29484,17950,1799,0,0,1
APP-000064,0,31980,30366,587,0,0,1
APP-000065,-5,597040,445560,51843,0,0,0
APP-000065,-4,381718,235049,50510,0,0,0
APP-000065,-3,644815,421110,87961,0,0,0
APP-000065,-2,581626,436816,79315,0,0,0
APP-000065,-1,635691,387888,103285,0,0,0
APP-000065,0,733365,628597,60751,0,0,0
APP-000066,-5,43527,27403,3614,0,0,0
APP-000066,-4,53844,42784,2289,0,0,0
APP-000066,-3,68685,65122,1013,0,0,0
APP-000066,-2,84133,59095,5662,1,0,0
APP-000066,-1,58991,41380,5494,1,0,0
APP-000066,0,44051,28939,8254,1,0,0
APP-000067,-5,75736,57031,5078,0,0,0
APP-000067,-4,91357,79279,6117,0,0,0
APP-000067,-3,86310,54966,17986,0,0,0
APP-000067,-2,73220,59483,8019,0,0,0
APP-000067,-1,63804,56882,2000,0,0,0
APP-000067,0,109170,95150,4928,0,1,0
APP-000068,-5,70949,44560,11456,0,0,0
APP-000068,-4,40921,38186,769,1,0,0
APP-000068,-3,85742,79012,1439,0,0,0
APP-000068,-2,45701,29521,5543,0,0,0
APP-000068,-1,40760,26986,5785,0,0,0
APP-000068,0,76403,66447,4573,0,0,0
APP-000069,-5,71121,46354,13345,0,0,1
APP-000069,-4,70659,56162,5852,0,0,1
APP-000069,-3,65405,42524,12928,0,0,1
APP-000069,-2,61559,47382,6625,0,0,1
APP-000069,-1,68465,52140,4972,0,0,1
APP-000069,0,68158,64450,1323,0,0,1
APP-000070,-5,123148,93758,14758,0,0,0
APP-000070,-4,141738,120010,10893,0,0,0
APP-000070,-3,124570,115891,3362,0,0,0
APP-000070,-2,96043,76605,8974,0,0,0
APP-000070,-1,82426,64964,6699,0,0,0
APP-000070,0,139934,104209,15415,1,0,0
APP-000071,-5,21328,12955,2838,0,0,1
APP-000071,-4,21962,16628,2075,0,0,1
APP-000071,-3,21378,14420,3201,0,0,1
APP-000071,-2,22098,13882,4002,0,0,1
APP-000071,-1,20893,16087,1147,1,0,1
APP-000071,0,22312,16907,2003,0,0,1
APP-000072,-5,32543,20190,3663,0,0,0
APP-000072,-4,31704,19138,7168,0,0,0
APP-000072,-3,48649,42921,3010,0,0,0
APP-000072,-2,34585,20935,8168,0,0,0
APP-000072,-1,37928,35259,1317,0,0,0
APP-000072,0,32044,22213,5085,0,0,0
APP-000073,-5,29075,22759,1678,0,0,0
APP-000073,-4,35217,32406,849,1,0,0
APP-000073,-3,39196,31572,2666,0,0,0
APP-000073,-2,51392,47845,1600,0,0,0
APP-000073,-1,42681,38058,2710,0,0,0
APP-000073,0,34454,25203,3324,0,0,0
APP-000074,-5,72885,61524,5911,0,0,1
APP-000074,-4,78413,60769,9500,0,0,1
APP-000074,-3,66687,45077,6370,0,0,1
APP-000074,-2,77768,60750,3811,0,0,1
APP-000074,-1,68902,58932,2312,0,0,1
APP-000074,0,63319,52833,3380,0,0,1
APP-000075,-5,91435,71036,8863,0,0,1
APP-000075,-4,87821,65384,8299,0,0,0
APP-000075,-3,74347,59312,3543,1,0,0
APP-000075,-2,85373,63162,7192,1,0,1
APP-000075,-1,85893,76117,4240,0,0,1
APP-000075,0,87863,63353,7038,0,0,1
APP-000076,-5,42523,31349,5089,0,0,1
APP-000076,-4,45558,32024,4258,0,0,1
APP-000076,-3,43856,28433,8183,0,0,1
APP-000076,-2,46546,35840,5435,0,0,1
APP-000076,-1,43908,33226,5074,0,1,1
APP-000076,0,40551,28190,4135,0,0,1
APP-000077,-5,76693,70311,3485,0,0,1
APP-000077,-4,70804,49707,11165,0,1,1
APP-000077,-3,64044,60778,729,0,0,1
APP-000077,-2,71796,47236,9901,0,0,1
APP-000077,-1,78263,66676,6530,0,0,1
APP-000077,0,66868,61691,937,0,0,1
APP-000078,-5,37895,33315,2318,0,0,0
APP-000078,-4,22563,15884,2141,0,0,0
APP-000078,-3,33024,23080,3129,0,0,0
APP-000078,-2,43925,30537,7692,0,0,0
APP-000078,-1,28209,22367,3125,0,0,0
APP-000078,0,31603,27547,2142,0,0,0
APP-000079,-5,22899,13879,5279,0,0,1
APP-000079,-4,27018,19901,1672,0,0,1
APP-000079,-3,25539,22289,1813,0,0,1
APP-000079,-2,25131,19531,3082,0,0,1
APP-000079,-1,22391,17860,1728,0,0,1
APP-000079,0,27010,19190,2916,0,0,1
APP-000080,-5,57320,37767,6698,0,0,0
APP-000080,-4,56048,46204,3533,0,0,1
APP-000080,-3,54307,44492,4876,0,0,0
APP-000080,-2,55911,50763,2773,1,0,1
APP-000080,-1,54617,35397,10595,0,0,1
APP-000080,0,50899,43908,2900,0,0,1
APP-000081,-5,146217,91445,18902,0,0,0
APP-000081,-4,154271,144867,4978,0,0,0
APP-000081,-3,101167,78410,4776,0,0,0
APP-000081,-2,137852,115398,8806,0,0,0
APP-000081,-1,65271,48826,4301,0,0,0
APP-000081,0,69826,54358,6459,0,0,0
APP-000082,-5,70301,65149,1129,0,0,1
APP-000082,-4,72109,44897,10118,0,0,1
APP-000082,-3,63293,43844,3248,0,0,1
APP-000082,-2,65324,40552,10674,0,0,1
APP-000082,-1,60177,56505,1799,1,0,1
APP-000082,0,75502,66576,4946,0,0,1
APP-000083,-5,88670,61694,10109,0,0,1
APP-000083,-4,87033,70201,2554,0,0,1
APP-000083,-3,88430,58290,12945,0,0,1
APP-000083,-2,88607,83610,1670,0,0,1
APP-000083,-1,97604,77430,11087,1,0,1
APP-000083,0,103036,86697,5575,0,0,0
APP-000084,-5,36904,28270,4510,0,0,0
APP-000084,-4,55965,45438,3481,0,0,0
APP-000084,-3,33473,28596,942,0,0,0
APP-000084,-2,40274,37150,962,0,0,0
APP-000084,-1,37563,23613,6121,0,0,0
APP-000084,0,31635,22055,3771,0,0,0
APP-000085,-5,78046,63615,4878,0,0,0
APP-000085,-4,67476,50995,3985,0,0,0
APP-000085,-3,43293,29502,4157,0,0,0
APP-000085,-2,103248,95085,3801,0,0,0
APP-000085,-1,59614,38080,5486,0,0,0
APP-000085,0,81208,71053,4478,0,0,0
APP-000086,-5,57810,44559,3549,0,0,0
APP-000086,-4,51017,46195,2610,0,0,0
APP-000086,-3,40389,38164,1078,1,1,0
APP-000086,-2,61828,48619,5652,0,0,0
APP-000086,-1,73065,55442,10193,0,0,0
APP-000086,0,66694,41262,4029,0,0,0
APP-000087,-5,62762,40254,10737,0,0,0
APP-000087,-4,88297,78206,5657,0,0,0
APP-000087,-3,53017,41845,4916,1,0,0
APP-000087,-2,103843,92262,4500,0,0,0
APP-000087,-1,62151,47031,6270,0,0,0
APP-000087,0,88244,53555,13062,0,0,0
APP-000088,-5,62981,54862,1526,0,0,1
APP-000088,-4,59312,40976,7399,0,1,1
APP-000088,-3,65348,54776,4068,0,0,1
APP-000088,-2,58048,35632,9518,0,0,1
APP-000088,-1,63656,56735,2978,0,0,1
APP-000088,0,68668,51044,5722,0,0,1
APP-000089,-5,127332,112947,4245,0,0,0
APP-000089,-4,159879,104786,17211,0,0,0
APP-000089,-3,191053,116643,35954,0,0,0
APP-000089,-2,110092,80520,14701,0,0,0
APP-000089,-1,106229,99873,2888,0,0,0
APP-000089,0,133705,83837,27708,0,0,0
APP-000090,-5,67848,54700,6346,0,0,1
APP-000090,-4,79810,68010,4931,0,0,1
APP-000090,-3,69997,49279,8671,0,0,1
APP-000090,-2,69835,45022,14866,0,0,1
APP-000090,-1,67839,50163,7526,0,0,1
APP-000090,0,81408,49947,13140,0,0,1
APP-000091,-5,60915,37045,11760,0,0,0
APP-000091,-4,83465,57728,14025,0,0,0
APP-000091,-3,92347,73569,3167,0,0,0
APP-000091,-2,76309,64009,7047,0,0,0
APP-000091,-1,87219,75453,6281,0,0,0
APP-000091,0,51846,32910,8302,0,0,0
APP-000092,-5,24316,18188,1179,0,0,1
APP-000092,-4,26625,22588,1322,0,0,1
APP-000092,-3,22091,16542,2038,0,0,1
APP-000092,-2,21841,18602,500,0,0,1
APP-000092,-1,24222,21563,1144,0,0,1
APP-000092,0,24710,19851,1834,0,0,1
APP-000093,-5,72702,56967,7410,0,0,0
APP-000093,-4,83467,57878,9078,0,0,1
APP-000093,-3,84962,62574,7944,0,0,1
APP-000093,-2,78589,68371,4132,0,0,1
APP-000093,-1,85890,73291,4829,0,0,1
APP-000093,0,74626,69814,988,0,0,1
APP-000094,-5,148877,136426,3845,0,1,0
APP-000094,-4,180567,123848,21703,0,0,0
APP-000094,-3,162403,121390,16857,0,0,0
APP-000094,-2,142101,103807,13049,0,0,0
APP-000094,-1,103047,67651,13814,0,0,0
APP-000094,0,124785,103617,11319,0,0,0
APP-000095,-5,35528,31456,1146,0,1,1
APP-000095,-4,35202,29605,1982,1,0,1
APP-000095,-3,39994,29218,3017,0,0,1
APP-000095,-2,36223,22113,6426,0,0,1
APP-000095,-1,38945,26871,6655,0,0,1
APP-000095,0,33235,30957,500,0,0,1
APP-000096,-5,354687,336270,8288,0,0,1
APP-000096,-4,301418,277110,4666,0,0,1
APP-000096,-3,323868,199528,42269,0,0,1
APP-000096,-2,299337,237218,30499,0,0,1
APP-000096,-1,305977,261132,16938,0,0,1
APP-000096,0,350364,253389,14810,0,0,0
APP-000097,-5,109802,88068,12252,0,0,0
APP-000097,-4,122917,79057,25276,1,0,0
APP-000097,-3,121963,89365,6097,1,0,0
APP-000097,-2,106982,72351,18464,1,0,0
APP-000097,-1,65267,58420,2289,0,0,0
APP-000097,0,112563,69307,18650,0,0,0
APP-000098,-5,9443,8649,500,0,0,0
APP-000098,-4,18772,11508,3121,0,0,0
